label,occurrences,files,functions,callbacks_sample,flags,source_sample
📋 Меню,238,api/qstash/monetization-retry.js | src/bot/bot.js | src/bot/cron.js | src/bot/gwNotify.js | src/bot/payments/starsHandlers.js | src/bot/routes/callbacks.js,_renderTplFlowBrandApp | _renderTplFlowLead | acceptBrandApplication | brandAppNoticeKb | brandFieldPromptKb | brandManagerRemoveConfirmKb | brandManagersListKb | brandReplyKb | broadcastTick | bxBrandOnlyNoticeKb | bxCategoryKb | bxCompKb | bxKindKb | bxNeedNetworkKb | bxPresetKb | bxSmartKb | bxTypeKb | creatorBrandAppNoticeKb | curListKb | curManageKb,a:menu | s:menu | a:menu_push|src:admmsg,,src/bot/bot.js:1698; src/bot/bot.js:2007; src/bot/bot.js:2037; src/bot/bot.js:2303; src/bot/bot.js:2770; src/bot/bot.js:2798; src/bot/bot.js:4165; src/bot/bot.js:4269
🏠 Home,231,api/qstash/monetization-retry.js | src/bot/bot.js | src/bot/cron.js | src/bot/gwNotify.js | src/bot/payments/starsHandlers.js | src/bot/routes/callbacks.js,_renderTplFlowBrandApp | _renderTplFlowLead | acceptBrandApplication | brandAppNoticeKb | brandAppReplyRecoveryKb | brandFieldPromptKb | brandManagersListKb | brandReplyKb | brandTeamLockedKb | broadcastTick | bxBrandOnlyNoticeKb | bxCompKb | bxNeedNetworkKb | bxPresetKb | bxTypeKb | creatorBrandAppChatRecoveryKb | creatorBrandAppNoticeKb | curListKb | curManageKb | curatorHomeKb,a:home | s:home,english_or_internal_term,src/bot/bot.js:2007; src/bot/bot.js:2038; src/bot/bot.js:2303; src/bot/bot.js:2739; src/bot/bot.js:2742; src/bot/bot.js:2771; src/bot/bot.js:2799; src/bot/bot.js:3479
⬅️ Назад,174,src/bot/bot.js | src/bot/gwAccess.js | src/bot/payments/starsHandlers.js,_renderTplFlowBrandApp | _renderTplFlowLead | acceptBrandApplication | brandFieldPromptKb | brandManagersListKb | brandTeamKb | brandTeamLockedKb | bxCompKb | bxInboxNavKb | bxNeedNetworkKb | bxOfferTagsKb | bxPresetKb | bxProofsKb | bxTypeKb | curListKb | curatorGwKb | curatorHomeKb | curatorWsKb | exportWsHistory | folderViewKb,a:bx_pub_done|ws:${…}|o:${…}|p:${…}|back:${…} | a:brand_apply_done|u:${…}|p:${…}|inb:${…} | a:brand_app_accepted_done|id:${…}|u:${…} | a:cur_manage|ws:${…} | a:brand_team|ws:0 | a:brand_profile_more${…} | a:brand_profile_edit${…} | a:brands_home|p:${…} | a:ws_open|ws:${…} | a:bx_new|ws:${…} | a:bx_comp_pick|ws:${…} | a:bx_inbox|ws:${…}|p:${…}|h:${…},generic_cta,src/bot/bot.js:2006; src/bot/bot.js:2035; src/bot/bot.js:4269; src/bot/bot.js:4497; src/bot/bot.js:4507; src/bot/bot.js:4516; src/bot/bot.js:4563; src/bot/bot.js:4582
❌ Отмена,41,src/bot/bot.js,bxOfferTagsKb | getBot | navKbInput | renderCuratorGiveawayOwnerNotifyQ,a:menu | a:bx_open|ws:${…} | a:cur_gw_open|ws:${…}|i:${…} | a:adm_support_reply_cancel | a:adm_gift | a:adm_gift_revoke | a:adm_umsg|id:${…}|f:${…}|p:${…} | a:cur_ws|ws:${…} | a:cur_note_cancel|ws:${…}|i:${…} | a:blead_cancel|id:${…}|w:${…} | a:brand_app_view|id:${…}|s:${…}|p:${…} | a:lead_view|id:${…}|w:${…}|s:${…}|p:${…}${…},generic_cta,src/bot/bot.js:4508; src/bot/bot.js:8183; src/bot/bot.js:19035; src/bot/bot.js:19912; src/bot/bot.js:20018; src/bot/bot.js:20366; src/bot/bot.js:20373; src/bot/bot.js:20406
⬅️ Отмена,27,src/bot/bot.js,brandManagerRemoveConfirmKb | bxCategoryKb | bxKindKb | getBot | gwNewStepPrizeKb | netConfirmKb | renderCuratorGiveawayRemindQ,a:bm_list|ws:0 | a:bx_open|ws:${…} | a:ws_open|ws:${…} | a:cur_gw_open|ws:${…}|i:${…} | a:admin_home | a:ws_prof_contacts|ws:${…} | a:ws_profile|ws:${…} | a:brand_profile${…} | a:admin_users|f:${…}|p:0 | a:aud|h:${…}|p:0 | a:mod_verif_view|uid:${…}|p:${…} | a:bx_pub|ws:${…}|o:${…}|p:${…}|h:${…},generic_cta,src/bot/bot.js:6160; src/bot/bot.js:6171; src/bot/bot.js:8088; src/bot/bot.js:8096; src/bot/bot.js:8681; src/bot/bot.js:18955; src/bot/bot.js:19939; src/bot/bot.js:21081
⬅️ Админка,24,src/bot/bot.js | src/bot/cron.js,broadcastTick | getBot | renderAdminComms | renderAdminHardSkipHits | renderAdminHardSkipHome | renderAdminOps | renderAdminPaymentsFallback | renderAdminSystem | renderBroadcastAudiencePicker | renderBroadcastBlocked | renderBroadcastList | renderBroadcastPreview | renderBroadcastView | sendAdminAuditExport | sendAdminUsersCsv,a:admin_home,,src/bot/bot.js:19913; src/bot/bot.js:20075; src/bot/bot.js:20470; src/bot/bot.js:21124; src/bot/bot.js:32523; src/bot/bot.js:32543; src/bot/bot.js:32559; src/bot/bot.js:32577
💬 Поддержка,24,src/bot/bot.js,curatorHomeKb | curatorModeMenuKb | getBot | mainMenuBrandKb | mainMenuCreatorCurrentKb | mainMenuCreatorKb | mainMenuKb | maybeSendSystemNotice | renderAccountDeletedGate | renderCreatorCurrentMenu | renderHomeHub | sendAdminMessageToUser,a:support | a:support_push|src:admmsg,,src/bot/bot.js:1698; src/bot/bot.js:3462; src/bot/bot.js:3516; src/bot/bot.js:3579; src/bot/bot.js:3635; src/bot/bot.js:4167; src/bot/bot.js:4321; src/bot/bot.js:4363
✅ Готово,23,src/bot/bot.js,brandDirMultiPickKb | brandDirPickKb | bxMediaKb | bxMultiPickKb | bxOfferTagsPickerKb | bxOfferWizTagsHomeKb | bxOfferWizTagsPickerKb | bxPickKb | getBot | renderBrandBudgetBucketPicker | renderBrandCollabTypesPicker | renderBrandGoalsTagsPicker | renderBrandNichePicker | renderBrandProfileHome | renderBrandReqTagsPicker | renderProfileMatchingPick | renderWsProfileVerticals,a:brand_profile${…} | a:brand_bb_done${…} | a:brand_gt_done${…} | a:brand_rt_done${…} | a:brand_ty_done${…} | a:brands_filters|p:${…} | a:bd_mdone|p:${…} | a:bx_otdone|ws:${…} | a:bx_w5|ws:${…} | a:bx_wtagdone|ws:${…} | a:bx_filters|ws:${…}|p:${…}|h:${…}|r:${…} | a:bx_mdone|ws:${…}|k:${…}|p:${…}|h:${…}|r:${…},generic_cta,src/bot/bot.js:6768; src/bot/bot.js:6828; src/bot/bot.js:6871; src/bot/bot.js:6905; src/bot/bot.js:6939; src/bot/bot.js:6989; src/bot/bot.js:7457; src/bot/bot.js:7476
📥 Inbox,23,api/qstash/monetization-retry.js | src/bot/bot.js | src/bot/payments/starsHandlers.js,bxBrandMenuKb | bxFeedNavKb | bxMenuKb | getBot | mainMenuBrandKb | mainMenuCreatorCurrentKb | mainMenuCreatorKb | processOrphanedAutohealBatch | registerStarsPaymentsHandlers | renderBxPublicView | renderHomeHub | wsMenuKb,a:go_dialogs | a:bx_inbox|ws:${…}|p:0|h:bo | a:bx_inbox|ws:0|p:0|h:mm | a:bx_inbox|ws:${…}|p:0|h:${…} | a:bx_inbox|ws:${…}|p:${…}|h:${…} | a:bx_inbox|ws:${…}|p:0|h:menu,english_or_internal_term,src/bot/bot.js:3496; src/bot/bot.js:3569; src/bot/bot.js:3607; src/bot/bot.js:4154; src/bot/bot.js:4158; src/bot/bot.js:5395; src/bot/bot.js:6212; src/bot/bot.js:6242
🧹 Очистить,22,src/bot/bot.js,brandDirMultiPickKb | bxMultiPickKb | bxOfferTagsPickerKb | bxOfferWizTagsPickerKb | bxPickKb | folderViewKb | getBot | gwSponsorsReviewKb | renderAdminDmTemplateView | renderBrandBudgetBucketPicker | renderBrandNichePicker | renderWsProfileFormats | renderWsProfileVerticals,a:brand_niche_clear${…}|from:${…} | a:brand_bb_clear${…} | a:bd_mclear|k:${…}|p:${…} | a:bx_otclr|ws:${…}|k:${…} | a:bx_wtagclr|ws:${…}|k:${…} | a:bx_fset|ws:${…}|k:${…}|v:all|rp:${…}|pg:${…}|h:${…}|r:${…} | a:bx_mclear|ws:${…}|k:${…}|p:${…}|h:${…}|r:${…} | a:gw_sponsors_clear|ws:${…} | a:ws_prof_vert_clear|ws:${…} | a:ws_prof_fmt_clear|ws:${…} | a:folder_clear_q|ws:${…}|f:${…} | a:ws_prof_clear|ws:${…}|f:ig,generic_cta | destructive_or_reset,src/bot/bot.js:6827; src/bot/bot.js:6870; src/bot/bot.js:7475; src/bot/bot.js:8203; src/bot/bot.js:8361; src/bot/bot.js:8529; src/bot/bot.js:8556; src/bot/bot.js:8788
⬅️ Система,19,src/bot/bot.js,getBot | renderAdminFounder | renderAdminFounderLinks | renderAdminFounderTexts | renderAdminHardSkipHits | renderAdminHardSkipHome | renderAdminHardSkipView | renderAdminModerators | renderAdminPaymentsFallback | renderAdminQStashStatus,a:admin_sys,,src/bot/bot.js:30746; src/bot/bot.js:30925; src/bot/bot.js:30949; src/bot/bot.js:30969; src/bot/bot.js:30995; src/bot/bot.js:31102; src/bot/bot.js:31154; src/bot/bot.js:31198
💳 Купить ещё,17,api/qstash/monetization-retry.js | src/bot/bot.js,acceptBrandApplication | brandReplyKb | getBot | processOrphanedAutohealBatch | renderBrandLeadDialog | renderWsPublicProfile,a:brand_pass|ws:0|ret:wsp|rws:${…} | a:brand_pass|ws:0|ret:app|id:${…}|s:${…}|p:${…} | a:brand_pass|ws:0|ret:wsp|rws:,,src/bot/bot.js:9838; src/bot/bot.js:9841; src/bot/bot.js:11832; src/bot/bot.js:11844; src/bot/bot.js:11847; src/bot/bot.js:11853; src/bot/bot.js:12556; src/bot/bot.js:12560
🗑 Убрать,17,src/bot/bot.js | src/bot/gwNotify.js,brandAppNoticeKb | bxMediaKb | creatorBrandAppNoticeKb | getBot | gwMediaKb | notifyGiveawayEnded | notifyGiveawayWinnersReady | notifyReplyKb | renderCuratorGiveawayOwnerNotifySend | sendLeadTemplateReply,a:nd | a:gw_media_clear|ws:${…} | a:bx_media_clear|ws:${…}|o:${…}|back:${…}|p:${…},,src/bot/bot.js:2301; src/bot/bot.js:8814; src/bot/bot.js:12801; src/bot/bot.js:13163; src/bot/bot.js:15213; src/bot/bot.js:16048; src/bot/bot.js:19094; src/bot/bot.js:21329
➡️,16,src/bot/bot.js,bxFeedNavKb | bxPickKb | renderAdminAudit | renderAdminDmTemplateView | renderAdminDmTemplates | renderAdminHardSkipHits | renderAdminHardSkipHome | renderBroadcastBlocked | renderBroadcastList | renderBxMyArchive | renderCuratorAudit | renderCuratorInbox | renderLeadNotesViewer | renderOfficialQueue | renderProfileMatchingResults,a:bx_fpick|ws:${…}|k:${…}|rp:${…}|pg:${…}|h:${…}|r:${…} | a:bx_feed|ws:${…}|p:${…}|h:${…} | a:pm_run|ws:${…}|p:${…} | a:cur_inbox|s:${…}|p:${…}|af:${…} | a:lead_notes|id:${…}|w:${…}|n:${…}|s:${…}|p:${…}${…} | a:bx_my_arch|ws:${…}|p:${…} | a:off_queue|p:${…} | a:hs_home|p:${…} | a:hs_hits|p:${…}|r:${…} | a:admin_umsg_tpls|p:${…} | a:aud|h:${…}|p:${…},,src/bot/bot.js:5801; src/bot/bot.js:8524; src/bot/bot.js:8660; src/bot/bot.js:9588; src/bot/bot.js:12213; src/bot/bot.js:12214; src/bot/bot.js:12670; src/bot/bot.js:16002
✍️ Ответить,15,src/bot/bot.js,_renderTplFlowBrandApp | _renderTplFlowLead | bxThreadKb | forwardSupportUserFollowup | getBot | renderAdminSupportThread | renderBrandAppView | renderBrandDealView | renderBrandLeadDialog | renderLeadView,a:adm_support_reply|tg:${…}|uid:${…}${…} | a:bx_thread_reply|ws:${…}|t:${…}|p:${…}|b:${…}${…}|h:${…} | a:lead_reply|id:${…}|w:${…}|s:${…}|p:${…}${…} | a:blead_reply|id:${…}|w:${…} | a:brand_deal_reply|id:${…}|b:${…}|p:${…}${…} | a:brand_app_reply|id:${…}|s:${…}|p:${…} | a:lead_reply|id:${…}|ws:${…}|s:new|p:0 | a:brand_app_reply|id:,,src/bot/bot.js:1228; src/bot/bot.js:8602; src/bot/bot.js:12406; src/bot/bot.js:12548; src/bot/bot.js:13622; src/bot/bot.js:13802; src/bot/bot.js:14286; src/bot/bot.js:14372
⬅️,15,src/bot/bot.js,bxFeedNavKb | bxPickKb | renderAdminAudit | renderAdminDmTemplateView | renderAdminDmTemplates | renderAdminHardSkipHits | renderAdminHardSkipHome | renderBroadcastBlocked | renderBroadcastList | renderBxMyArchive | renderCuratorAudit | renderCuratorInbox | renderLeadNotesViewer | renderOfficialQueue | renderProfileMatchingResults,a:bx_fpick|ws:${…}|k:${…}|rp:${…}|pg:${…}|h:${…}|r:${…} | a:bx_feed|ws:${…}|p:${…}|h:${…} | a:pm_run|ws:${…}|p:${…} | a:cur_inbox|s:${…}|p:${…}|af:${…} | a:lead_notes|id:${…}|w:${…}|n:${…}|s:${…}|p:${…}${…} | a:bx_my_arch|ws:${…}|p:${…} | a:off_queue|p:${…} | a:hs_home|p:${…} | a:hs_hits|p:${…}|r:${…} | a:admin_umsg_tpls|p:${…} | a:aud|h:${…}|p:${…},,src/bot/bot.js:5800; src/bot/bot.js:8522; src/bot/bot.js:8659; src/bot/bot.js:9587; src/bot/bot.js:12211; src/bot/bot.js:12669; src/bot/bot.js:16001; src/bot/bot.js:17625
👤 Карточка,15,src/bot/bot.js,forwardSupportUserFollowup | getBot | renderAdminDmTemplateView | renderAdminSupportThread | sendAdminMessageToUser,a:adm_ucard|id:${…}|f:all|p:0 | a:adm_ucard|id:${…}|f:${…}|p:${…},,src/bot/bot.js:1229; src/bot/bot.js:19802; src/bot/bot.js:20073; src/bot/bot.js:20297; src/bot/bot.js:20468; src/bot/bot.js:32045; src/bot/bot.js:32236; src/bot/bot.js:38726
⬅️ К карточке,13,src/bot/bot.js,getBot | renderAdminUserNote | sendAdminMessageToUser,a:adm_ucard|id:${…}|f:${…}|p:${…},,src/bot/bot.js:20585; src/bot/bot.js:31333; src/bot/bot.js:31340; src/bot/bot.js:31470; src/bot/bot.js:31503; src/bot/bot.js:31598; src/bot/bot.js:31767; src/bot/bot.js:31804
📣 Мои каналы,12,src/bot/bot.js | src/bot/payments/starsHandlers.js,ensureWorkspaceForOwner | getBot | mainMenuCreatorKb | mainMenuKb | registerStarsPaymentsHandlers | renderBrandApply | renderGwNewGate | renderGwNewWorkspacePicker | renderHomeHub | wsMenuKb,a:ws_list,,src/bot/bot.js:2005; src/bot/bot.js:2031; src/bot/bot.js:3443; src/bot/bot.js:3490; src/bot/bot.js:4157; src/bot/bot.js:5405; src/bot/bot.js:7797; src/bot/bot.js:7815
🚀 Подключить канал,12,src/bot/bot.js,ensureWorkspaceForOwner | getBot | mainMenuCreatorKb | mainMenuKb | renderBrandApply | renderCreatorCurrentMenu | renderGwNewGate | renderGwNewWorkspacePicker | renderWsList,a:setup,,src/bot/bot.js:2004; src/bot/bot.js:2030; src/bot/bot.js:3442; src/bot/bot.js:3489; src/bot/bot.js:4361; src/bot/bot.js:7798; src/bot/bot.js:9071; src/bot/bot.js:9075
🔄 Обновить,11,src/bot/bot.js,curatorModeMenuKb | getBot | inviteKeyboardMarkup | mainMenuKb | renderAdminInviteVisibilityHome | renderAdminSupportThread | renderBroadcastView | renderBxPublicView | renderWsPublicProfile,a:main_menu | a:cur_home | a:bx_pub|ws:${…}|o:${…}|p:${…}|h:${…} | a:admin_support_view|id:${…}|s:${…}|p:${…} | a:admin_invites | a:share,generic_cta,src/bot/bot.js:3463; src/bot/bot.js:4456; src/bot/bot.js:11831; src/bot/bot.js:16498; src/bot/bot.js:26827; src/bot/bot.js:26917; src/bot/bot.js:34220; src/bot/bot.js:38196
🗑 Удалить,11,src/bot/bot.js,bxThreadKb | getBot | gwOpenKb | renderAdminDmTemplateView | renderBrandAppView | renderLeadView,a:bx_thread_del_q|ws:${…}|t:${…}|p:${…}|b:${…}${…}|h:${…} | a:gw_del_q|i:${…}|ws:${…} | a:lead_del_q|id:${…}|w:${…}|s:${…}|p:${…}${…} | a:brand_app_del_q|id:${…}|s:${…}|p:${…} | a:brand_app_del_do|id:${…}|s:${…}|p:${…} | a:lead_del_do|id:${…}|w:${…}|s:${…}|p:${…}${…} | a:admin_umsg_tpl_del|tid:${…}|p:${…} | a:bx_thread_del_do|ws:${…}|t:${…}${…} | a:folder_delete_do|ws:${…}|f:${…} | a:admin_umsg_tpl_del_q|tid:${…}|p:${…},generic_cta | destructive_or_reset,src/bot/bot.js:8635; src/bot/bot.js:8920; src/bot/bot.js:12443; src/bot/bot.js:13794; src/bot/bot.js:13811; src/bot/bot.js:27525; src/bot/bot.js:27979; src/bot/bot.js:32317
➡️ Далее,10,src/bot/bot.js,bxInboxNavKb | bxOfferTagsKb | renderAdminUsers | renderBrandAppsList | renderBrandDealsList | renderBrandsDirectory | renderBxOfferDraftStep | renderCreatorApplications | renderWsLeadsList,a:brands_home|p:${…} | a:bx_otnext|ws:${…} | a:bx_w6|ws:${…} | a:bx_inbox|ws:${…}|p:${…}|h:${…} | a:ws_leads|w:${…}|s:${…}|p:${…}${…} | a:brand_apps|ws:0|s:${…}|p:${…} | a:brand_deals|ws:0|st:${…}|p:${…} | a:my_apps|p:${…} | a:admin_users|f:${…}|p:${…},generic_cta,src/bot/bot.js:7653; src/bot/bot.js:8176; src/bot/bot.js:8303; src/bot/bot.js:8571; src/bot/bot.js:12087; src/bot/bot.js:12088; src/bot/bot.js:13404; src/bot/bot.js:13515
⬅️ Инвайты,9,src/bot/bot.js,inviteRedeemConfirmKeyboard | inviteRedeemSuccessKeyboard | inviteRewardsCenterKeyboard | inviteStartNoticeKeyboard | renderInviteCardKeyboard | renderInviteHistoryKeyboard | renderInviteLinkKeyboard | renderInvitePerformanceKeyboard | renderInvitePointsKeyboard,a:share,,src/bot/bot.js:2739; src/bot/bot.js:2768; src/bot/bot.js:2796; src/bot/bot.js:2941; src/bot/bot.js:3006; src/bot/bot.js:3066; src/bot/bot.js:3127; src/bot/bot.js:3243
⬅️ К composer,9,src/bot/bot.js,getBot | renderBroadcastAudiencePicker | renderBroadcastPreview | renderBroadcastSimpleButtonPicker,simple,mixed_language,src/bot/bot.js:19855; src/bot/bot.js:19871; src/bot/bot.js:32371; src/bot/bot.js:32379; src/bot/bot.js:32483; src/bot/bot.js:32496; src/bot/bot.js:37867; src/bot/bot.js:37984
⬅️ К списку,9,src/bot/bot.js,renderAdminDmTemplateView | renderAdminUserCard | renderBroadcastBlocked | renderBroadcastView | sendAdminUsersCsv,a:admin_users|f:${…}|p:${…} | a:admin_users|f:${…}|p:0,,src/bot/bot.js:38115; src/bot/bot.js:38197; src/bot/bot.js:38209; src/bot/bot.js:38251; src/bot/bot.js:39852; src/bot/bot.js:39914; src/bot/bot.js:40603; src/bot/bot.js:40726
⭐️ PRO,9,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | mainMenuCreatorCurrentKb | mainMenuCreatorKb | mainMenuKb | registerStarsPaymentsHandlers | wsSettingsKb,a:pro_home | a:ws_pro|ws:${…},,src/bot/bot.js:3445; src/bot/bot.js:3498; src/bot/bot.js:3571; src/bot/bot.js:5427; src/bot/bot.js:5433; src/bot/bot.js:21311; src/bot/bot.js:34779; src/bot/bot.js:36203
🏷 Каталог брендов,8,src/bot/bot.js,bxBrandOnlyNoticeKb | bxMenuKb | getBot | kbBrandApplyMore | mainMenuCreatorCurrentKb | mainMenuCreatorKb | renderCreatorApplications | renderHomeHub,a:brands_home|p:0 | a:brands_home | a:brands_home|p:${…},,src/bot/bot.js:3493; src/bot/bot.js:3566; src/bot/bot.js:4158; src/bot/bot.js:4578; src/bot/bot.js:6216; src/bot/bot.js:14827; src/bot/bot.js:15640; src/bot/bot.js:25093
👤 Профиль,8,src/bot/bot.js,getBot | renderWsProfileContactsClearMenu | sendWsIgTemplateMessage | sendWsShareTextMessage | wsDisconnectedKb,a:ws_profile|ws:${…},,src/bot/bot.js:5455; src/bot/bot.js:11036; src/bot/bot.js:11092; src/bot/bot.js:11340; src/bot/bot.js:21841; src/bot/bot.js:22845; src/bot/bot.js:22874; src/bot/bot.js:29104
📣 Начать заново,8,src/bot/bot.js,getBot | renderBroadcastAudiencePicker | renderBroadcastPreview,,,src/bot/bot.js:21073; src/bot/bot.js:21196; src/bot/bot.js:32523; src/bot/bot.js:32543; src/bot/bot.js:32577; src/bot/bot.js:32638; src/bot/bot.js:37948; src/bot/bot.js:37995
🧹 Кабинет куратора,8,src/bot/bot.js,bxBrandMenuKb | bxMenuKb | getBot | mainMenuCreatorCurrentKb | mainMenuCreatorKb | renderCreatorCurrentMenu | renderHomeHub,a:cur_home,,src/bot/bot.js:3508; src/bot/bot.js:3510; src/bot/bot.js:3577; src/bot/bot.js:4152; src/bot/bot.js:4364; src/bot/bot.js:6221; src/bot/bot.js:6252; src/bot/bot.js:21450
🧾 Лог,7,src/bot/bot.js | src/bot/gwNotify.js,curatorGwKb | getBot | gwOpenKb | notifyGiveawayEnded | notifyGiveawayWinnersReady | renderCuratorGiveawayStats | renderGwWinnersView,a:gw_log|i:${…} | a:cur_gw_log|ws:${…}|i:${…},,src/bot/bot.js:8886; src/bot/bot.js:18582; src/bot/bot.js:18866; src/bot/bot.js:18925; src/bot/bot.js:37367; src/bot/gwNotify.js:49; src/bot/gwNotify.js:113
↩️ Назад,6,src/bot/bot.js,getBot,a:ws_profile|ws:${…},generic_cta,src/bot/bot.js:26732; src/bot/bot.js:27257; src/bot/bot.js:28818; src/bot/bot.js:28833; src/bot/bot.js:28847; src/bot/bot.js:28862
⬅️ Операции,6,src/bot/bot.js,getBot | renderAdminAudit | renderAdminMetrics | renderAdminUsers,a:admin_ops,,src/bot/bot.js:30549; src/bot/bot.js:31629; src/bot/bot.js:32047; src/bot/bot.js:40244; src/bot/bot.js:40404; src/bot/bot.js:40594
🎬 UGC / Офферы,6,src/bot/bot.js,getBot | mainMenuCreatorCurrentKb | mainMenuCreatorKb | mainMenuKb | wsMenuKb,a:bx_home | a:bx_open|ws:${…},mixed_language,src/bot/bot.js:3448; src/bot/bot.js:3492; src/bot/bot.js:3565; src/bot/bot.js:5398; src/bot/bot.js:24427; src/bot/bot.js:28492
📨 Инвайты,6,src/bot/bot.js,getBot | mainMenuBrandKb | mainMenuCreatorKb | mainMenuKb | renderHomeHub | renderRoleSelection,a:share,,src/bot/bot.js:3462; src/bot/bot.js:3515; src/bot/bot.js:3634; src/bot/bot.js:4165; src/bot/bot.js:4300; src/bot/bot.js:31020
⚡ Шаблоны,5,src/bot/bot.js,getBot | renderBrandAppView | renderBrandDealView | renderLeadView,a:lead_tpls|id:${…}|w:${…}|s:${…}|p:${…}${…} | a:brand_deal_tpls|id:${…}|b:${…}|p:${…}${…} | a:brand_app_tpls|id:${…}|s:${…}|p:${…} | a:lead_tpls|id:${…}|ws:${…}|s:new|p:0,,src/bot/bot.js:12407; src/bot/bot.js:12427; src/bot/bot.js:13623; src/bot/bot.js:13803; src/bot/bot.js:21837
✅ Верификация,5,src/bot/bot.js,bxMenuKb | mainMenuCreatorKb | onboardingKb | renderBrandProfileHome,a:verify_home,,src/bot/bot.js:3508; src/bot/bot.js:3511; src/bot/bot.js:4488; src/bot/bot.js:6219; src/bot/bot.js:6789
✅ Отправить,5,src/bot/bot.js,getBot | renderBrandApplyPreview | renderCuratorGiveawayRemindQ,a:brand_apply_send|u:${…}|p:${…} | a:cur_gw_remind_send|ws:${…}|i:${…} | a:adm_umsg_send|tk:${…}|f:${…}|p:${…}|wn:1 | a:adm_umsg_send|tk:${…}|f:all|p:0|wn:1,,src/bot/bot.js:7885; src/bot/bot.js:18954; src/bot/bot.js:20578; src/bot/bot.js:31760; src/bot/bot.js:32230
✍️ Изменить,5,src/bot/bot.js,getBot | gwSponsorsReviewKb | renderBrandApplyPreview | sendBrandApplyDraft,a:brand_apply_write|u:${…}|p:${…} | a:gw_sponsors_edit|ws:${…},,src/bot/bot.js:7887; src/bot/bot.js:7909; src/bot/bot.js:7915; src/bot/bot.js:8787; src/bot/bot.js:25825
✍️ Написать в поддержку,5,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | registerStarsPaymentsHandlers,a:support_write,,src/bot/bot.js:24455; src/bot/bot.js:25433; src/bot/bot.js:25437; src/bot/bot.js:25565; src/bot/payments/starsHandlers.js:35
⭐️ Brand Plan,5,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | registerStarsPaymentsHandlers | renderBrandPaywall,a:brand_plan|ws:${…} | a:brand_plan|ws:${…}|ret:${…} | a:brand_plan|ws:0,english_or_internal_term,src/bot/bot.js:17713; src/bot/bot.js:29356; src/bot/payments/starsHandlers.js:454; src/bot/payments/starsHandlers.js:518; src/bot/payments/starsHandlers.js:728
🎁 Розыгрыши,5,src/bot/bot.js,getBot | mainMenuCreatorCurrentKb | mainMenuCreatorKb | mainMenuKb | wsMenuKb,a:gw_list | a:gw_list_ws|ws:${…},,src/bot/bot.js:3447; src/bot/bot.js:3499; src/bot/bot.js:3572; src/bot/bot.js:5402; src/bot/bot.js:24429
🏠 Главное меню,5,src/bot/bot.js,getBot,a:menu,,src/bot/bot.js:21331; src/bot/bot.js:21393; src/bot/bot.js:24152; src/bot/bot.js:24246; src/bot/bot.js:35730
🏷 Профиль бренда,5,src/bot/bot.js,brandTeamLockedKb | bxBrandMenuKb | getBot,a:brand_profile|ws:0|ret:brand_team | a:brand_profile|ws:${…}|ret:brand | a:brand_profile|ws:0|ret:verify | a:brand_profile|ws:${…}|ret:${…},,src/bot/bot.js:5996; src/bot/bot.js:6249; src/bot/bot.js:28647; src/bot/bot.js:28668; src/bot/bot.js:29355
💎 Баллы,5,src/bot/bot.js,inviteKeyboardMarkup | inviteRedeemSuccessKeyboard | inviteRewardsCenterKeyboard | renderInviteHistoryKeyboard | renderInvitePerformanceKeyboard,a:share_points,,src/bot/bot.js:2793; src/bot/bot.js:2938; src/bot/bot.js:3000; src/bot/bot.js:3122; src/bot/bot.js:3145
💳 Кредиты,5,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | registerStarsPaymentsHandlers | renderAdminFounder,a:brand_pass|ws:0 | a:admin_founder_set_credits | a:brand_pass|ws:${…},,src/bot/bot.js:28512; src/bot/bot.js:40001; src/bot/payments/starsHandlers.js:455; src/bot/payments/starsHandlers.js:518; src/bot/payments/starsHandlers.js:647
📁 Папки,5,src/bot/bot.js,getBot | mainMenuCreatorCurrentKb | mainMenuCreatorKb | mainMenuKb | wsMenuKb,a:folders_my | a:folders_home|ws:${…},,src/bot/bot.js:3452; src/bot/bot.js:3504; src/bot/bot.js:3575; src/bot/bot.js:5399; src/bot/bot.js:21708
📄 История,5,src/bot/bot.js,inviteKeyboardMarkup | inviteRedeemSuccessKeyboard | inviteRewardsCenterKeyboard | renderInvitePerformanceKeyboard | renderInvitePointsKeyboard,a:share_history,,src/bot/bot.js:2794; src/bot/bot.js:2939; src/bot/bot.js:3001; src/bot/bot.js:3061; src/bot/bot.js:3148
📊 Статистика,5,src/bot/bot.js,curatorGwKb | gwOpenKb | inviteKeyboardMarkup | renderInviteHistoryKeyboard | renderInvitePointsKeyboard,a:gw_stats|i:${…} | a:cur_gw_stats|ws:${…}|i:${…} | a:share_perf,,src/bot/bot.js:8885; src/bot/bot.js:18865; src/bot/bot.js:3060; src/bot/bot.js:3121; src/bot/bot.js:3144
